,area_type,location,total_sqft,bath,price,size,per_sq_foot
3042,1,other,1147.0,2.0,54.0,2,4707.933740191805
3043,0,Sultan Palaya,1100.0,2.0,40.0,2,3636.3636363636365
3044,0,Vijayanagar,1527.0,3.0,115.0,3,7531.106745252128
3045,2,other,2400.0,5.0,235.0,5,9791.666666666666
3046,0,Kanakpura Road,525.0,1.0,25.0,1,4761.9047619047615
3047,0,Kaggadasapura,1100.0,2.0,58.0,2,5272.727272727273
3048,0,Seegehalli,1118.0,2.0,37.5,2,3354.2039355992843
3049,0,Kanakapura,1476.0,3.0,75.0,3,5081.30081300813
3050,1,other,2100.0,3.0,75.0,3,3571.4285714285716
3051,0,other,1215.0,2.0,46.5,3,3827.1604938271603
3052,0,Ambalipura,1332.0,2.0,79.0,2,5930.930930930931
3053,0,Hennur Road,1350.0,2.0,49.0,2,3629.6296296296296
3054,2,Kothannur,600.0,4.0,81.0,4,13500.0
3055,0,Haralur Road,1243.0,2.0,46.0,2,3700.7240547063557
3056,0,NGR Layout,1105.0,2.0,49.73,2,4500.4524886877825
3057,2,Padmanabhanagar,1500.0,2.0,200.0,3,13333.333333333334
3058,0,Kasavanhalli,1200.0,2.0,50.0,2,4166.666666666667
3059,0,Ramagondanahalli,1251.0,2.0,47.4,2,3788.968824940048
3060,0,Kambipura,883.0,2.0,45.0,2,5096.262740656852
3061,0,Pai Layout,1400.0,2.0,67.0,3,4785.714285714285
3062,0,Rajaji Nagar,1800.0,3.0,260.0,3,14444.444444444445
3063,0,Hegde Nagar,1703.0,3.0,113.0,3,6635.3493834409865
3064,0,NRI Layout,2500.0,5.0,130.0,5,5200.0
3065,0,Varthur,1250.0,3.0,71.0,3,5680.0
3066,0,Jigani,933.0,2.0,43.0,2,4608.788853161844
3067,2,other,461.82,1.0,31.7,1,6864.146204148803
3068,0,Brookefield,1262.0,2.0,75.0,2,5942.947702060222
3069,0,Yelahanka,915.0,2.0,48.0,2,5245.901639344263
3070,0,Panathur,1370.0,2.0,61.5,3,4489.051094890511
3071,0,Malleshpalya,1210.0,2.0,55.0,2,4545.454545454545
3072,0,Kodihalli,2392.0,4.0,260.0,3,10869.565217391304
3073,2,other,1500.0,2.0,85.0,3,5666.666666666667
3074,0,other,1065.0,2.0,50.0,2,4694.835680751174
3075,0,Rajaji Nagar,3100.0,4.0,570.0,4,18387.09677419355
3076,0,Ramamurthy Nagar,1515.0,3.0,65.0,3,4290.42904290429
3077,2,Sarjapura - Attibele Road,1800.0,4.0,110.0,4,6111.111111111111
3078,0,Thanisandra,1445.0,2.0,40.31,3,2789.61937716263
3079,0,Uttarahalli,1300.0,2.0,55.0,3,4230.7692307692305
3080,1,Vijayanagar,989.0,2.0,60.0,2,6066.734074823054
3081,0,Jakkur,1300.0,2.0,85.0,2,6538.461538461538
3082,0,Chandapura,1185.0,2.0,30.22,3,2550.2109704641352
3083,2,Battarahalli,1350.0,3.0,110.0,5,8148.148148148148
3084,0,Marathahalli,1045.0,2.0,60.0,2,5741.626794258374
3085,0,other,1205.0,2.0,42.18,2,3500.414937759336
3086,0,other,1260.0,2.0,75.0,2,5952.380952380952
3087,2,other,1320.0,5.0,199.0,5,15075.757575757576
3088,0,Ulsoor,1500.0,2.0,125.0,3,8333.333333333334
3089,0,Bommanahalli,1250.0,2.0,42.5,3,3400.0
3090,1,other,1199.0,2.0,50.0,2,4170.141784820684
3091,0,Hennur Road,1385.0,2.0,83.09,2,5999.27797833935
3092,2,other,1222.0,5.0,250.0,6,20458.265139116203
3093,0,Lakshminarayana Pura,1149.0,2.0,75.0,2,6527.415143603133
3094,0,Sarjapur  Road,2180.0,3.0,170.0,3,7798.165137614679
3095,2,TC Palaya,1200.0,7.0,110.0,8,9166.666666666666
3096,0,other,12000.0,12.0,525.0,10,4375.0
3097,2,other,1200.0,5.0,195.0,5,16250.0
3098,0,Hulimavu,1818.0,3.0,135.0,3,7425.742574257426
3099,0,other,1070.0,2.0,33.0,2,3084.11214953271
3100,0,Rajaji Nagar,1640.0,3.0,241.0,3,14695.121951219513
3101,1,Nagarbhavi,1350.0,2.0,54.6,3,4044.4444444444443
3102,1,Chandapura,630.0,1.0,27.0,2,4285.714285714285
3103,0,Hoodi,1430.0,2.0,113.0,2,7902.097902097902
3104,0,Nagavara,2430.0,4.0,180.0,3,7407.407407407408
3105,2,other,1500.0,7.0,220.0,6,14666.666666666666
3106,0,Sarjapur  Road,1084.0,2.0,55.0,2,5073.8007380073805
3107,0,Hennur Road,1186.0,2.0,56.0,3,4721.753794266442
3108,1,Kengeri,1255.0,2.0,50.0,2,3984.06374501992
3109,0,Haralur Road,3400.0,5.0,240.0,4,7058.823529411765
3110,0,Hosa Road,1541.0,3.0,69.84,3,4532.121998702141
3111,0,Iblur Village,3596.0,5.0,282.0,4,7842.046718576195
3112,0,Raja Rajeshwari Nagar,1295.0,2.0,70.0,2,5405.405405405405
3113,2,Kasavanhalli,1000.0,4.0,110.0,3,11000.0
3114,1,other,2820.0,3.0,285.0,3,10106.382978723404
3115,0,7th Phase JP Nagar,1370.0,2.0,54.79,3,3999.2700729927005
3116,0,Electronic City,1100.0,2.0,40.0,2,3636.3636363636365
3117,0,Hebbal,4772.0,6.0,510.0,4,10687.34283319363
3118,0,Rajaji Nagar,1370.0,2.0,170.0,2,12408.759124087592
3119,0,7th Phase JP Nagar,1370.0,2.0,54.79,3,3999.2700729927005
3120,0,JP Nagar,1200.0,2.0,62.0,2,5166.666666666667
3121,2,Gunjur,2000.0,3.0,95.0,4,4750.0
3122,1,9th Phase JP Nagar,3500.0,4.0,300.0,4,8571.42857142857
3123,2,2nd Stage Nagarbhavi,1200.0,4.0,240.0,5,20000.0
3124,2,Kengeri,2400.0,5.0,253.0,4,10541.666666666666
3125,0,Sarjapur  Road,1220.0,3.0,62.0,3,5081.9672131147545
3126,1,other,1950.0,3.0,130.0,3,6666.666666666667
3127,0,Somasundara Palya,1178.0,2.0,73.0,2,6196.9439728353145
3128,0,Dasanapura,1286.0,3.0,61.44,3,4777.604976671851
3129,0,Begur Road,1160.0,2.0,42.0,2,3620.689655172414
3130,0,Jigani,918.0,2.0,55.0,2,5991.285403050109
3131,0,Electronic City,1563.0,3.0,91.84,3,5875.879718490083
3132,0,other,1326.0,2.0,62.17,2,4688.536953242836
3133,0,other,1350.0,2.0,140.0,3,10370.37037037037
3134,0,Hebbal,3960.0,5.0,386.0,4,9747.474747474747
3135,0,Begur Road,1240.0,2.0,39.06,2,3150.0
3136,0,Kaggadasapura,1325.0,2.0,50.0,2,3773.5849056603774
3137,0,Sonnenahalli,1100.0,2.0,44.0,2,4000.0
3138,0,Cunningham Road,3875.0,3.0,800.0,3,20645.16129032258
3139,0,Gollarapalya Hosahalli,1605.0,3.0,50.0,3,3115.264797507788
3140,0,Hennur Road,5600.0,5.0,515.0,5,9196.42857142857
3141,0,Somasundara Palya,1260.0,2.0,60.0,2,4761.9047619047615
3142,0,Hoodi,1553.0,3.0,83.09,3,5350.289761751449
3143,0,Whitefield,1280.0,2.0,52.0,2,4062.5
3144,0,Hebbal,1550.0,2.0,75.0,3,4838.709677419355
3145,0,Arekere,1445.0,2.0,125.0,3,8650.519031141868
3146,0,Murugeshpalya,1550.0,3.0,74.0,3,4774.193548387097
3147,0,Electronics City Phase 1,1515.0,2.0,80.91,3,5340.59405940594
3148,0,Hosa Road,1332.0,2.0,86.12,3,6465.465465465465
3149,0,Electronic City,1652.0,3.0,70.0,3,4237.28813559322
3150,0,Hegde Nagar,1570.0,3.0,105.0,3,6687.898089171975
3151,2,Sarjapur  Road,5400.0,4.0,725.0,4,13425.925925925925
3152,0,Sector 2 HSR Layout,794.0,1.0,60.0,1,7556.675062972292
3153,2,Seegehalli,1200.0,2.0,62.0,3,5166.666666666667
3154,1,7th Phase JP Nagar,3600.0,3.0,410.0,4,11388.888888888889
3155,2,Hosakerehalli,1200.0,3.0,175.0,3,14583.333333333334
3156,0,JP Nagar,1650.0,3.0,220.0,4,13333.333333333334
3157,2,other,600.0,2.0,85.0,4,14166.666666666666
3158,0,HRBR Layout,2800.0,3.0,250.0,3,8928.57142857143
3159,0,Sarjapur  Road,1750.0,3.0,110.0,3,6285.714285714285
3160,1,Hebbal,1053.0,2.0,48.0,2,4558.404558404558
3161,0,Kanakpura Road,1100.0,3.0,53.0,3,4818.181818181818
3162,0,Kadubeesanahalli,1665.0,3.0,70.0,3,4204.204204204204
3163,2,other,4051.0,4.0,345.0,4,8516.415699827203
3164,2,Malleshwaram,5500.0,5.0,1500.0,4,27272.727272727272
3165,1,Bommasandra,1447.0,3.0,80.0,3,5528.6800276434005
3166,1,Balagere,1012.0,2.0,75.0,2,7411.067193675889
3167,0,Malleshpalya,1900.0,3.0,60.0,3,3157.8947368421054
3168,0,Narayanapura,1308.0,2.0,92.66,2,7084.0978593272175
3169,0,Green Glen Layout,3250.0,4.0,230.0,4,7076.923076923077
3170,0,Hormavu,1351.0,2.0,53.0,1,3923.019985196151
3171,0,Electronic City,1000.0,2.0,22.0,2,2200.0
3172,2,other,1200.0,4.0,350.0,4,29166.666666666668
3173,0,Gunjur,1140.0,2.0,49.11,2,4307.894736842105
3174,0,Jakkur,3181.0,4.0,260.5,4,8189.248663942157
3175,1,Uttarahalli,1250.0,2.0,55.0,3,4400.0
3176,0,Kanakapura,1290.0,3.0,45.15,3,3500.0
3177,0,Ambedkar Nagar,1424.0,2.0,90.0,2,6320.224719101124
3178,0,Garudachar Palya,1320.0,2.0,60.6,3,4590.909090909091
3179,1,Akshaya Nagar,1662.0,3.0,85.5,3,5144.404332129964
3180,0,other,8321.0,5.0,2700.0,5,32448.02307414974
3181,0,Begur Road,1200.0,2.0,45.0,2,3750.0
3182,1,Koramangala,1975.0,3.0,210.0,3,10632.911392405063
3183,0,Garudachar Palya,1295.0,2.0,59.5,3,4594.594594594595
3184,0,Battarahalli,1777.0,3.0,100.0,3,5627.462014631401
3185,0,Kadugodi,1900.0,3.0,108.0,3,5684.210526315789
3186,0,Anandapura,1576.0,3.0,59.1,3,3750.0
3187,0,Sompura,1020.0,2.0,41.0,2,4019.607843137255
3188,0,other,2100.0,3.0,170.0,3,8095.238095238095
3189,0,Raja Rajeshwari Nagar,648.0,1.0,31.75,1,4899.691358024691
3190,0,Neeladri Nagar,1167.0,2.0,38.0,3,3256.212510711225
3191,2,other,1000.0,7.0,160.0,7,16000.0
3192,0,Hoodi,1220.0,2.0,50.89,2,4171.311475409836
3193,0,Kogilu,2350.0,5.0,327.0,3,13914.893617021276
3194,0,Vittasandra,1259.0,2.0,67.4,2,5353.455123113583
3195,1,Gottigere,2000.0,4.0,82.0,4,4100.0
3196,0,8th Phase JP Nagar,1800.0,3.0,80.0,3,4444.444444444444
3197,1,other,1991.0,3.0,160.0,3,8036.162732295329
3198,0,Bannerghatta,1665.0,3.0,110.0,3,6606.606606606607
3199,1,other,1234.0,2.0,61.0,2,4943.273905996759
3200,0,Mysore Road,1340.0,2.0,64.31,3,4799.253731343284
3201,0,Banashankari,1170.0,2.0,46.79,2,3999.1452991452993
3202,1,Electronics City Phase 1,995.0,2.0,46.0,2,4623.115577889447
3203,0,Old Airport Road,1075.0,2.0,60.0,2,5581.395348837209
3204,0,Electronic City,1025.0,2.0,54.5,2,5317.073170731707
3205,0,Rachenahalli,2721.0,3.0,113.0,3,4152.884968761485
3206,0,Thanisandra,2000.0,3.0,99.0,3,4950.0
3207,0,Whitefield,2500.0,4.0,155.0,4,6200.0
3208,0,Mallasandra,1325.0,2.0,70.0,2,5283.018867924528
3209,0,Kadugodi,1314.0,2.0,68.2,2,5190.258751902587
3210,0,Kanakpura Road,2265.0,3.0,136.0,3,6004.415011037528
3211,1,7th Phase JP Nagar,4800.0,7.0,170.0,7,3541.6666666666665
3212,0,Yelahanka,1026.0,2.0,41.0,2,3996.101364522417
3213,1,other,1200.0,3.0,66.0,3,5500.0
3214,1,other,2220.0,4.0,65.0,3,2927.927927927928
3215,0,KR Puram,1192.5,2.0,51.22,2,4295.17819706499
3216,0,Hebbal,1420.0,2.0,99.39,2,6999.295774647887
3217,0,Sarjapur  Road,1888.0,4.0,95.0,3,5031.779661016949
3218,0,JP Nagar,1300.0,2.0,90.87,2,6990.0
3219,0,Rajaji Nagar,1216.0,2.0,97.16,2,7990.131578947368
3220,2,other,3000.0,4.0,342.0,4,11400.0
3221,1,Begur,1559.0,3.0,63.0,3,4041.0519563822963
3222,0,Harlur,1290.0,2.0,87.0,2,6744.186046511628
3223,2,other,2400.0,6.0,245.0,6,10208.333333333334
3224,1,Whitefield,905.0,1.0,55.0,1,6077.348066298343
3225,1,other,1069.0,2.0,55.0,2,5144.9953227315245
3226,0,Sarjapura - Attibele Road,829.0,2.0,22.8,2,2750.301568154403
3227,1,Koramangala,1900.0,2.0,200.0,2,10526.315789473685
3229,1,Sarjapur  Road,1300.0,3.0,60.0,3,4615.384615384615
3230,0,Channasandra,1115.0,2.0,33.45,2,3000.0000000000005
3231,0,Rajaji Nagar,2409.0,3.0,360.0,3,14943.960149439601
3232,0,Ambedkar Nagar,2150.0,4.0,125.0,3,5813.953488372093
3233,0,Marathahalli,1305.0,2.0,69.0,3,5287.35632183908
3234,0,Kanakpura Road,1252.0,2.0,56.32,2,4498.402555910543
3235,2,Hosakerehalli,2400.0,5.0,250.0,5,10416.666666666666
3236,2,Whitefield,1200.0,2.0,46.13,2,3844.1666666666665
3237,1,Koramangala,1750.0,3.0,130.0,3,7428.571428571428
3238,0,Electronic City Phase II,545.0,1.0,35.0,2,6422.018348623853
3239,2,other,1375.0,2.0,105.0,2,7636.363636363636
3240,0,Subramanyapura,1313.0,2.0,66.5,2,5064.737242955065
3241,2,Attibele,3640.0,4.0,275.0,4,7554.945054945055
3242,0,other,1693.0,3.0,108.0,3,6379.208505611341
3243,0,other,1160.0,2.0,41.75,2,3599.137931034483
3244,2,other,1200.0,3.0,200.0,3,16666.666666666668
3245,0,Subramanyapura,1255.0,2.0,79.0,3,6294.820717131474
3246,2,KR Puram,1000.0,4.0,75.0,4,7500.0
3247,1,other,900.0,2.0,45.0,2,5000.0
3248,0,Yelahanka New Town,1700.0,3.0,90.0,3,5294.117647058823
3249,3,Indira Nagar,1875.0,3.0,180.0,3,9600.0
3250,3,Uttarahalli,1700.0,3.0,88.0,3,5176.470588235294
3251,0,Harlur,1749.0,3.0,115.0,3,6575.18582046884
3252,2,Dasanapura,1500.0,3.0,65.0,2,4333.333333333333
3253,0,other,1175.0,2.0,48.0,2,4085.1063829787236
3254,1,Akshaya Nagar,1280.0,2.0,60.0,2,4687.5
3255,1,other,1200.0,2.0,50.0,2,4166.666666666667
3256,0,Ramagondanahalli,1610.0,2.0,115.0,3,7142.857142857143
3257,0,Electronic City,1070.0,2.0,46.0,2,4299.065420560748
3258,2,TC Palaya,1200.0,2.0,66.0,2,5500.0
3259,0,9th Phase JP Nagar,1127.0,2.0,50.0,2,4436.557231588287
3260,1,Indira Nagar,1210.0,2.0,102.0,2,8429.752066115703
3261,1,other,600.0,2.0,23.0,2,3833.3333333333335
3262,0,Thigalarapalya,4190.0,4.0,380.0,4,9069.212410501194
3263,0,other,1364.0,2.0,70.0,2,5131.964809384164
3264,0,Whitefield,2268.0,3.0,146.0,4,6437.389770723104
3265,0,other,1150.0,2.0,77.5,3,6739.130434782609
3266,0,other,1146.0,2.0,39.5,2,3446.7713787085513
3267,1,Magadi Road,1345.0,2.0,55.0,2,4089.2193308550186
3268,0,other,1110.0,2.0,41.0,2,3693.6936936936936
3269,1,Kengeri,750.0,2.0,36.0,2,4800.0
3270,1,other,1156.0,2.0,49.5,2,4282.006920415225
3271,0,Pattandur Agrahara,1247.0,2.0,59.8,2,4795.50922213312
3272,0,other,1058.0,2.0,60.0,2,5671.077504725898
3273,0,Kaggalipura,950.0,2.0,48.0,2,5052.631578947368
3274,0,Vasanthapura,420.0,2.0,35.0,2,8333.333333333334
3275,2,other,600.0,2.0,90.0,4,15000.0
3276,0,Vijayanagar,1520.0,2.0,103.0,3,6776.315789473684
3277,0,Marathahalli,1215.0,2.0,58.86,2,4844.444444444444
3278,1,other,900.0,1.0,30.0,1,3333.3333333333335
3279,0,Hennur Road,2350.0,3.0,174.0,3,7404.255319148936
3280,0,Thanisandra,1050.0,2.0,46.0,2,4380.952380952381
3281,0,other,1672.0,3.0,150.0,3,8971.291866028709
3282,2,Laggere,2800.0,5.0,125.0,5,4464.285714285715
3283,0,other,1500.0,2.0,65.0,3,4333.333333333333
3284,0,other,1400.0,2.0,65.0,2,4642.857142857143
3286,1,8th Phase JP Nagar,2700.0,4.0,130.0,4,4814.814814814815
3287,0,Bommasandra,920.0,2.0,37.46,2,4071.7391304347825
3288,2,Sarjapur  Road,1200.0,3.0,70.0,3,5833.333333333333
3289,1,other,1250.0,3.0,139.0,3,11120.0
3290,0,Hosakerehalli,1817.0,4.0,153.0,3,8420.473307649972
3291,2,Cooke Town,2043.0,6.0,375.0,5,18355.359765051395
3292,0,HSR Layout,1140.0,2.0,46.0,2,4035.0877192982457
3293,1,Yelahanka,4346.0,4.0,450.0,4,10354.348826507134
3294,0,Haralur Road,1464.0,2.0,56.0,2,3825.136612021858
3295,0,other,1468.0,3.0,130.0,2,8855.58583106267
3296,0,Electronics City Phase 1,1555.0,2.0,82.0,3,5273.311897106109
3297,2,Munnekollal,1200.0,4.0,110.0,6,9166.666666666666
3298,1,Whitefield,1150.0,2.0,55.0,2,4782.608695652174
3299,0,Kadubeesanahalli,970.0,2.0,35.0,2,3608.2474226804125
3300,0,Banashankari,2500.0,4.0,95.0,4,3800.0
3301,0,other,1166.0,2.0,53.0,2,4545.454545454545
3302,2,Konanakunte,2779.0,3.0,317.0,3,11406.980928391507
3303,0,Electronic City,1350.0,3.0,58.0,3,4296.2962962962965
3304,1,other,900.0,2.0,46.0,2,5111.111111111111
3305,0,7th Phase JP Nagar,1300.0,2.0,52.0,3,4000.0
3306,1,other,1190.0,3.0,55.0,3,4621.848739495798
3307,0,Kodichikkanahalli,1495.0,2.0,75.0,3,5016.722408026756
3308,1,Indira Nagar,1224.0,2.0,105.0,2,8578.43137254902
3309,0,Banashankari Stage III,1350.0,2.0,68.0,3,5037.037037037037
3310,1,Green Glen Layout,940.0,2.0,56.8,2,6042.553191489362
3311,0,Raja Rajeshwari Nagar,1100.0,2.0,55.0,2,5000.0
3312,0,Kaikondrahalli,1300.0,2.0,61.0,2,4692.307692307692
3313,1,other,1480.0,2.0,145.0,3,9797.297297297297
3314,0,Hoodi,1105.0,2.0,46.37,2,4196.380090497738
3315,2,Sarjapur  Road,2600.0,3.0,200.0,3,7692.307692307692
3316,0,Yelahanka,1517.0,3.0,76.3,3,5029.663810151615
3317,1,Horamavu Banaswadi,3800.0,8.0,200.0,6,5263.1578947368425
3318,0,Jalahalli,1615.0,3.0,89.75,3,5557.275541795666
3319,0,other,1500.0,3.0,65.0,3,4333.333333333333
3320,0,Mysore Road,1082.0,3.0,50.5,3,4667.28280961183
3321,0,Marathahalli,1365.0,2.0,73.0,2,5347.985347985348
3322,0,Electronic City,1000.0,2.0,25.0,2,2500.0
3323,0,CV Raman Nagar,1392.0,2.0,98.0,2,7040.229885057472
3324,0,Kodigehalli,1086.0,2.0,33.66,2,3099.4475138121543
3325,0,Hennur Road,1586.0,3.0,93.94,3,5923.076923076923
3326,1,Hennur,1100.0,2.0,60.0,2,5454.545454545455
3327,0,Electronic City Phase II,1065.0,2.0,30.75,2,2887.323943661972
3328,2,TC Palaya,1500.0,2.0,120.0,3,8000.0
3329,1,7th Phase JP Nagar,1575.0,2.0,120.0,3,7619.047619047619
3330,0,Hennur Road,1975.0,3.0,123.0,3,6227.848101265823
3331,0,other,820.0,2.0,24.0,2,2926.829268292683
3332,0,Gubbalala,1745.0,3.0,110.0,3,6303.7249283667625
3333,0,Nagarbhavi,1223.0,2.0,60.0,2,4905.968928863451
3334,0,Ananth Nagar,1200.0,2.0,65.0,3,5416.666666666667
3335,0,Basaveshwara Nagar,1200.0,2.0,90.0,2,7500.0
3336,0,Binny Pete,665.0,1.0,46.08,1,6929.3233082706765
3337,0,Bharathi Nagar,1351.0,2.0,70.0,2,5181.347150259067
3338,0,Hebbal,1355.0,3.0,83.87,3,6189.667896678967
3339,1,Sector 7 HSR Layout,3900.0,3.0,300.0,3,7692.307692307692
3340,0,Thanisandra,1588.0,3.0,75.55,3,4757.556675062972
3341,3,Amruthahalli,900.0,2.0,60.0,2,6666.666666666667
3342,2,other,440.0,3.0,50.0,3,11363.636363636364
3343,1,Harlur,3385.0,4.0,260.0,4,7680.945347119646
3344,0,Panathur,1370.0,2.0,75.0,3,5474.4525547445255
3345,2,Whitefield,1500.0,3.0,71.8,3,4786.666666666667
3346,0,other,2280.0,3.0,285.0,3,12500.0
3347,0,Kanakpura Road,1100.0,3.0,53.0,3,4818.181818181818
3348,1,Hoodi,1247.0,2.0,53.0,2,4250.200481154771
3349,0,other,2000.0,3.0,200.0,3,10000.0
3350,0,Balagere,1020.07,2.0,68.38,2,6703.461527150097
3351,0,other,1033.0,2.0,32.0,3,3097.773475314618
3352,1,other,1460.0,2.0,73.0,3,5000.0
3353,0,Garudachar Palya,1150.0,2.0,52.8,2,4591.304347826087
3354,0,Sarjapur  Road,5965.0,5.0,385.0,5,6454.316848281643
3355,0,Babusapalaya,1141.0,2.0,46.0,2,4031.5512708150745
3356,0,Yelahanka,2912.5,6.0,125.5,4,4309.01287553648
3357,2,Doddaballapur,4200.0,4.0,325.0,4,7738.0952380952385
3358,0,Hosa Road,1665.0,2.0,125.0,3,7507.507507507507
3359,0,Kanakapura,1295.0,2.0,64.0,2,4942.084942084942
3360,0,Haralur Road,1230.0,2.0,78.0,2,6341.463414634146
3361,0,other,1080.0,2.0,75.0,3,6944.444444444444
3362,0,Kaggalipura,1000.0,2.0,60.0,2,6000.0
3363,0,Kaval Byrasandra,2400.0,2.0,50.0,3,2083.3333333333335
3364,0,Whitefield,630.5,1.0,32.79,1,5200.634417129262
3365,0,Rayasandra,1708.0,3.0,75.0,3,4391.100702576113
3366,0,Thanisandra,1697.0,3.0,115.0,3,6776.664702416028
3367,0,Whitefield,3537.0,5.0,210.0,4,5937.234944868533
3368,0,Hosa Road,615.0,1.0,28.29,1,4600.0
3369,1,Banashankari,1350.0,2.0,83.0,3,6148.148148148148
3370,0,Kanakpura Road,1530.0,2.0,66.4,3,4339.869281045752
3371,0,Jalahalli,1083.0,2.0,32.49,2,3000.0
3372,0,Gottigere,1460.0,2.0,65.0,3,4452.054794520548
3373,0,Babusapalaya,1084.0,2.0,58.0,2,5350.553505535056
3374,0,Bommasandra,1035.0,2.0,41.43,2,4002.8985507246375
3375,0,other,2400.0,2.0,150.0,3,6250.0
3376,0,Hosur Road,460.0,1.0,21.0,1,4565.217391304348
3377,0,other,950.0,5.0,90.0,5,9473.684210526315
3378,0,Whitefield,1285.0,2.0,55.9,2,4350.194552529183
3379,0,other,2000.0,16.0,490.0,19,24500.0
3380,2,Sarjapur,1200.0,3.0,78.0,3,6500.0
3381,1,other,1070.0,2.0,35.0,2,3271.0280373831774
3382,0,Hegde Nagar,1801.0,3.0,140.0,3,7773.459189339256
3383,0,Whitefield,1697.0,3.0,115.0,3,6776.664702416028
3384,0,AECS Layout,1199.0,2.0,65.0,2,5421.184320266889
3385,0,Iblur Village,2300.0,3.0,220.0,3,9565.217391304348
3386,0,Mysore Road,1340.0,2.0,64.31,3,4799.253731343284
3387,0,Marathahalli,3800.0,4.0,205.0,4,5394.736842105263
3388,2,Jigani,600.0,5.0,50.0,5,8333.333333333334
3389,0,other,1125.0,2.0,75.0,2,6666.666666666667
3390,2,Anandapura,1200.0,2.0,67.0,2,5583.333333333333
3391,1,Subramanyapura,1050.0,2.0,41.0,2,3904.7619047619046
3392,1,Nagarbhavi,956.0,2.0,49.0,2,5125.523012552301
3393,0,Sarjapur,1000.0,2.0,30.0,2,3000.0
3394,1,other,1596.0,3.0,95.0,3,5952.380952380952
3395,2,other,1200.0,5.0,150.0,6,12500.0
3396,0,Kanakpura Road,1296.0,2.0,89.06,2,6871.913580246914
3397,2,other,1200.0,7.0,170.0,6,14166.666666666666
3398,1,other,1639.0,3.0,123.0,3,7504.5759609518
3399,0,Electronic City Phase II,1219.0,2.0,61.25,2,5024.610336341263
3400,1,Uttarahalli,1200.0,3.0,50.0,3,4166.666666666667
3401,0,Bannerghatta Road,1218.0,2.0,73.0,2,5993.431855500821
3402,0,other,920.0,2.0,37.0,2,4021.7391304347825
3403,0,Yeshwanthpur,2559.0,3.0,141.0,3,5509.964830011723
3404,0,2nd Phase Judicial Layout,525.0,1.0,26.0,1,4952.380952380952
3405,0,Bannerghatta Road,1427.0,2.0,48.51,3,3399.4393833216536
3406,0,Kothannur,1270.0,3.0,45.0,3,3543.3070866141734
3407,1,Ramagondanahalli,920.0,2.0,65.0,2,7065.217391304348
3408,1,Dommasandra,2700.0,3.0,68.0,4,2518.5185185185187
3409,0,other,1740.0,3.0,199.0,3,11436.781609195403
3410,1,Ramamurthy Nagar,1355.0,2.0,40.0,3,2952.029520295203
3411,0,Lingadheeranahalli,1530.0,2.0,90.0,3,5882.35294117647
3412,3,other,1372.0,2.0,90.0,3,6559.766763848396
3413,0,Nehru Nagar,2363.0,5.0,120.0,4,5078.290308929327
3414,0,Marathahalli,3895.0,4.0,220.0,4,5648.267008985879
3415,0,Jakkur,1950.0,3.0,131.0,3,6717.948717948718
3416,1,other,885.0,2.0,40.0,2,4519.774011299435
3417,1,Yelahanka,600.0,2.0,27.0,2,4500.0
3418,2,Kumaraswami Layout,1270.0,4.0,128.0,5,10078.740157480315
3419,2,Vijayanagar,1380.0,2.0,225.0,2,16304.347826086956
3420,0,Kanakpura Road,1339.0,2.0,62.0,2,4630.321135175504
3421,0,Whitefield,1130.0,2.0,36.0,2,3185.8407079646017
3422,1,Uttarahalli,1085.0,2.0,43.0,2,3963.1336405529955
3423,1,Yeshwanthpur,1430.0,3.0,72.0,3,5034.965034965035
3424,3,Bhoganhalli,1451.5,4.0,121.0,4,8336.203926972097
3425,0,other,6200.0,5.0,720.0,5,11612.90322580645
3426,0,other,1490.0,2.0,59.6,3,4000.0
3427,1,other,1650.0,4.0,99.0,4,6000.0
3428,0,Bellandur,1286.0,2.0,57.0,2,4432.348367029549
3429,1,other,925.0,2.0,63.0,2,6810.810810810811
3430,0,Bellandur,3016.0,4.0,230.0,4,7625.994694960213
3431,1,Haralur Road,1000.0,2.0,44.0,2,4400.0
3432,0,Whitefield,1215.0,2.0,39.0,2,3209.8765432098767
3433,2,other,1200.0,3.0,95.0,4,7916.666666666667
3434,0,Lakshminarayana Pura,1336.0,2.0,100.0,2,7485.029940119761
3435,0,Yeshwanthpur,673.0,1.0,36.85,1,5475.482912332838
3436,2,Anandapura,1200.0,2.0,58.0,2,4833.333333333333
3437,2,other,600.0,7.0,63.0,6,10500.0
3438,0,Malleshwaram,1600.0,3.0,160.0,3,10000.0
3439,2,other,1200.0,2.0,79.0,2,6583.333333333333
3440,2,Indira Nagar,2480.0,4.0,750.0,6,30241.935483870966
3441,0,other,2500.0,3.0,270.0,3,10800.0
3442,2,Devanahalli,2400.0,5.0,100.0,5,4166.666666666667
3443,0,Sector 2 HSR Layout,1143.0,2.0,65.0,2,5686.789151356081
3444,0,Kanakpura Road,1470.0,2.0,61.74,2,4200.0
3445,2,other,1584.0,3.0,145.0,4,9154.040404040405
3446,0,Marathahalli,1785.0,3.0,94.0,3,5266.106442577031
3447,0,Koramangala,2292.0,3.0,286.0,3,12478.184991273996
3448,0,Kothanur,1460.0,3.0,71.0,3,4863.013698630137
3449,0,Kasturi Nagar,1500.0,2.0,80.0,3,5333.333333333333
3450,2,Yelahanka,1200.0,4.0,140.0,5,11666.666666666666
